# 200 GCC wards. place_name and ward_name_local are DERIVED from OpenStreetMap localities, not official GCC ward names; 129/200 carry a Tamil name and the rest are deliberately blank. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
ward_no,ward_name,place_name,place_name_local,place_name_source,ward_name_kn,ward_name_local,ward_name_local_lang,ward_name_local_source,corporation,corporation_kn,zone,zone_code,region,zone_source,division,sub_division,assembly,population_total,population_status,geometry_type,centroid_lng,centroid_lat,vertex_count
50,Ward 50 - Royapuram,Royapuram,ராயபுரம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 50 - ராயபுரம்,வார்டு 50 - ராயபுரம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,MultiPolygon,80.294462,13.113023,206
52,Ward 52 - CMWSSB Division 52,CMWSSB Division 52,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.284467,13.109828,726
54,Ward 54 - Vallalar Nagar,Vallalar Nagar,வள்ளலார் நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 54 - வள்ளலார் நகர்,வார்டு 54 - வள்ளலார் நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.27719,13.098871,251
55,Ward 55 - CMWSSB Division 55,CMWSSB Division 55,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.282847,13.098604,207
56,Ward 56 - CMWSSB Division 56,CMWSSB Division 56,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.286009,13.100132,111
57,Ward 57 - George Town,George Town,முத்தியால்பேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 57 - முத்தியால்பேட்டை,வார்டு 57 - முத்தியால்பேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.279119,13.091816,514
58,Ward 58 - Park Town,Park Town,பூங்கா நகர,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 58 - பூங்கா நகர,வார்டு 58 - பூங்கா நகர,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.262579,13.087759,767
59,Ward 59 - Island Grounds,Island Grounds,தீவு மைதானம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 59 - தீவு மைதானம்,வார்டு 59 - தீவு மைதானம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.276442,13.078985,694
60,Ward 60 - Mannady,Mannady,மண்ணடி,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 60 - மண்ணடி,வார்டு 60 - மண்ணடி,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.28711,13.089657,213
61,Ward 61 - Egmore,Egmore,எழும்பூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 61 - எழும்பூர்,வார்டு 61 - எழும்பூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.261075,13.072032,363
62,Ward 62 - Chintadripet,Chintadripet,சிந்தாதிரிப்பேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 62 - சிந்தாதிரிப்பேட்டை,வார்டு 62 - சிந்தாதிரிப்பேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.271028,13.073461,207
63,Ward 63 - Pudupet,Pudupet,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.267787,13.064688,627
51,Ward 51 - CMWSSB Division 51,CMWSSB Division 51,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.285695,13.111977,442
53,Ward 53 - Moolakothalam,Moolakothalam,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Royapuram,V,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.276526,13.108052,347
130,Ward 130 - CMWSSB Division 130,CMWSSB Division 130,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.212382,13.053369,647
136,Ward 136 - CMWSSB Division 131,CMWSSB Division 131,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.205022,13.043515,219
131,Ward 131 - CMWSSB Division 133,CMWSSB Division 133,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.218653,13.042027,596
132,Ward 132 - Kodambakkam,Kodambakkam,கோடம்பாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 132 - கோடம்பாக்கம்,வார்டு 132 - கோடம்பாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.224756,13.049024,331
129,Ward 129 - SBI Colony,SBI Colony,எஸ்பிஐ காலனி,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 129 - எஸ்பிஐ காலனி,வார்டு 129 - எஸ்பிஐ காலனி,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.203965,13.053368,632
138,Ward 138 - Jafferkhanpet,Jafferkhanpet,ஜாஃபர்கான் பேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 138 - ஜாஃபர்கான் பேட்டை,வார்டு 138 - ஜாஃபர்கான் பேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.205966,13.031732,294
128,Ward 128 - Virugambakkam,Virugambakkam,விருகம்பாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 128 - விருகம்பாக்கம்,வார்டு 128 - விருகம்பாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.191843,13.050105,361
137,Ward 137 - K.K.Nagar,K.K.Nagar,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.193063,13.038729,262
127,Ward 127 - Saligramam,Saligramam,சாலிகிராமம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 127 - சாலிகிராமம்,வார்டு 127 - சாலிகிராமம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.197926,13.066864,699
133,Ward 133 - CMWSSB Division 136,CMWSSB Division 136,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.237371,13.041385,423
141,Ward 141 - Kannammapet,Kannammapet,கண்ணம்மாபேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 141 - கண்ணம்மாபேட்டை,வார்டு 141 - கண்ணம்மாபேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.232282,13.03122,415
134,Ward 134 - West Mambalam,West Mambalam,மேற்கு மாம்பலம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 134 - மேற்கு மாம்பலம்,வார்டு 134 - மேற்கு மாம்பலம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Kodambakkam,X,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.222762,13.039598,316
41,Ward 41 - CMWSSB Division 41,CMWSSB Division 41,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.276268,13.123978,168
40,Ward 40 - Tondiarpet,Tondiarpet,தண்டையார்பேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 40 - தண்டையார்பேட்டை,வார்டு 40 - தண்டையார்பேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.289591,13.136162,239
38,Ward 38 - CMWSSB Division 38,CMWSSB Division 38,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.280646,13.135279,115
37,Ward 37 - Kannadasan Nagar,Kannadasan Nagar,கண்ணதாசன் நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 37 - கண்ணதாசன் நகர்,வார்டு 37 - கண்ணதாசன் நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.268382,13.128235,301
44,Ward 44 - CMWSSB Division 44,CMWSSB Division 44,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.248871,13.11719,473
48,Ward 48 - Washermanpet,Washermanpet,வண்ணாரப்பேட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 48 - வண்ணாரப்பேட்டை,வார்டு 48 - வண்ணாரப்பேட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.28216,13.115438,476
42,Ward 42 - Korukkupet,Korukkupet,கோருக்குப்பெட்டை,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 42 - கோருக்குப்பெட்டை,வார்டு 42 - கோருக்குப்பெட்டை,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.283117,13.118923,325
47,Ward 47 - CMWSSB Division 47,CMWSSB Division 47,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.27476,13.119012,213
45,Ward 45 - Vyasarpadi,Vyasarpadi,வியாசர்பாடி,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 45 - வியாசர்பாடி,வார்டு 45 - வியாசர்பாடி,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.255243,13.114746,336
46,Ward 46 - Basin Bridge,Basin Bridge,பேசின் பிரிட்ஜ்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 46 - பேசின் பிரிட்ஜ்,வார்டு 46 - பேசின் பிரிட்ஜ்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.265408,13.115374,186
34,Ward 34 - Chinna Kodungaiyur,Chinna Kodungaiyur,சின்ன கொடுங்கையூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 34 - சின்ன கொடுங்கையூர்,வார்டு 34 - சின்ன கொடுங்கையூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.246511,13.13779,478
35,Ward 35 - Kodungaiyur,Kodungaiyur,கொடுங்கையூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 35 - கொடுங்கையூர்,வார்டு 35 - கொடுங்கையூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.248187,13.131938,425
36,Ward 36 - CMWSSB Division 36,CMWSSB Division 36,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Tondiarpet,ZONE - IV,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.254289,13.122929,235
1,Ward 1 - Ennore,Ennore,எண்ணூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 1 - எண்ணூர்,வார்டு 1 - எண்ணூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.323391,13.223042,89
10,Ward 10 - CMWSSB Division 10,CMWSSB Division 10,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.299588,13.161819,322
11,Ward 11 - Tiruvottiyur,Tiruvottiyur,திருவொற்றியூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 11 - திருவொற்றியூர்,வார்டு 11 - திருவொற்றியூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.301475,13.15637,228
2,Ward 2 - Kathivakkam,Kathivakkam,கத்திவாக்கம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 2 - கத்திவாக்கம்,வார்டு 2 - கத்திவாக்கம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.31979,13.213936,148
3,Ward 3 - Ernavur,Ernavur,எர்ணாவூர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 3 - எர்ணாவூர்,வார்டு 3 - எர்ணாவூர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.314888,13.194889,189
5,Ward 5 - Bharathiyar Nagar,Bharathiyar Nagar,பாரதியார் நகர்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 5 - பாரதியார் நகர்,வார்டு 5 - பாரதியார் நகர்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.311423,13.181325,176
7,Ward 7 - Kargil Nagar,Kargil Nagar,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.286814,13.160474,120
8,Ward 8 - CMWSSB Division 8,CMWSSB Division 8,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.303268,13.166123,217
9,Ward 9 - CMWSSB Division 9,CMWSSB Division 9,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.302979,13.162359,265
12,Ward 12 - Kaladipet,Kaladipet,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.296645,13.151338,201
13,Ward 13 - CMWSSB Division 13,CMWSSB Division 13,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.294593,13.14831,108
14,Ward 14 - CMWSSB Division 14,CMWSSB Division 14,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiruvottriyur,I,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.300134,13.148661,114
27,Ward 27 - Madhavaram Milk Colony,Madhavaram Milk Colony,மாதவரம் பால் காலனி,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 27 - மாதவரம் பால் காலனி,வார்டு 27 - மாதவரம் பால் காலனி,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.247484,13.156092,165
22,Ward 22 - CMWSSB Division 29,CMWSSB Division 29,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.261198,13.158101,104
28,Ward 28 - Madhavaram,Madhavaram,மாதவரம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 28 - மாதவரம்,வார்டு 28 - மாதவரம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.239138,13.136079,165
29,Ward 29 - CMWSSB Division 33,CMWSSB Division 33,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Thiru-Vika-Nagar,VI,Central,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.232376,13.126143,368
30,Ward 30 - CMWSSB Division 26,CMWSSB Division 26,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.216458,13.13518,187
26,Ward 26 - CMWSSB Division 27,CMWSSB Division 27,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.236796,13.155208,260
25,Ward 25 - CMWSSB Division 30,CMWSSB Division 30,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,MultiPolygon,80.231683,13.149995,268
33,Ward 33 - CMWSSB Division 32,CMWSSB Division 32,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.207153,13.129826,223
24,Ward 24 - Puzhal,Puzhal,புழல்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 24 - புழல்,வார்டு 24 - புழல்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.208802,13.159358,185
32,Ward 32 - Puthagaram,Puthagaram,புத்தகரம்,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 32 - புத்தகரம்,வார்டு 32 - புத்தகரம்,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.189584,13.141506,453
23,Ward 23 - CMWSSB Division 22,CMWSSB Division 22,,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,,,,,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.201636,13.169577,254
31,Ward 31 - Kathirvedu,Kathirvedu,கதிர்வேடு,DERIVED - nearest/containing OpenStreetMap locality; not an official ward name,வார்டு 31 - கதிர்வேடு,வார்டு 31 - கதிர்வேடு,ta,DERIVED - Tamil name of the matched OpenStreetMap locality. Not an official GCC ward name in Tamil.,Greater Chennai Corporation,பெருநகர சென்னை மாநகராட்சி,Madhavaram,III,North,DERIVED — centroid-in-polygon join to GCC zones 2022,,,,,UNAVAILABLE,Polygon,80.207065,13.148845,227
