# 369 GBA wards. WARNING: _raw_tot_p is the source population field and sums to ~6x the real Greater Bengaluru total, with 125/369 rows failing male+female=total. Do NOT use it as population. Geometry reduced to a centroid. This row is NOT a boundary — joining on the centroid gives you a point inside (or near) the shape, not the shape.
ward_no,ward_name,ward_name_kn,corporation,corporation_kn,corporation_id,zone,division,sub_division,assembly,assembly_no,population_total,population_status,population_note,_raw_tot_p,_raw_tot_m,_raw_tot_f,_raw_sc_p,_raw_st_p,zone_csv,geometry_type,centroid_lng,centroid_lat,vertex_count
46,46 - Sagayapuram,ಸಗಾಯಪುರಂ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Pulikeshinagar,ARO- Sagayapuram,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,285880,141960,144520,85220,2950,Jayanagar,Polygon,77.618292,13.007425,164
24,24 - HBR Layout,ಎಚ್.ಬಿ.ಆರ್. ಲೇಔಟ್,North,ಉತ್ತರ,2,Byatarayanapura,RO- HBR Layout,ARO- HBR Layout,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,203800,103670,100130,25750,3290,Bommanahalli,Polygon,77.635142,13.031814,422
48,48 - S.K Garden,ಎಸ್.ಕೆ. ಗಾರ್ಡನ್,North,ಉತ್ತರ,2,Byatarayanapura,RO- Pulikeshinagar,ARO- Pulikeshinagar,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,201020,99780,101240,32870,2680,Jayanagar,Polygon,77.605316,12.996101,287
14,14 - Rajiv Gandhi Nagar,ರಾಜೀವ್ ಗಾಂಧಿ ನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Bytarayanapura,ARO- Bytarayanapura,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,201480,105790,95690,21010,7510,Jayanagar,Polygon,77.585018,13.050959,154
28,28 - Venkateshpuram,ವೆಂಕಟೇಶಪುರಂ,North,ಉತ್ತರ,2,Byatarayanapura,RO- HBR Layout,ARO- Kacharakanahalli,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,220280,110400,109890,35620,3280,Bommanahalli,Polygon,77.618802,13.012693,228
36,36 - Maruthi Seva Nagara,ಮಾರುತಿ ಸೇವಾ ನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Maruthi Sevanagar,ARO- Maruthi Sevanagar,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,243470,117430,126040,22720,4350,Jayanagar,Polygon,77.625342,13.00402,197
50,50 - JJR Nagara,ಜೆಜೆಆರ್ ನಗರ,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chamrajapet,ARO- JJR Nagar,168 - Chamrajapet,168,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,278500,142310,136180,37160,3000,Jayanagar,Polygon,77.551951,12.96055,300
64,64 - Hongasandra,ಹೊಂಗಸಂದ್ರ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Bommanahalli,ARO- Bommanahalli,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,277900,149680,128210,20230,8210,Bommanahalli,Polygon,77.627376,12.897657,112
66,66 - Singasandra,ಸಿಂಗಸಂದ್ರ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Bommanahalli,ARO- Singasandra,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,190890,102500,88390,26330,2710,Bommanahalli,Polygon,77.649065,12.876113,358
67,67 - Bandepalya,ಬಂಡೇಪಾಳ್ಯ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Bommanahalli,ARO- Mangamanapalya,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,197440,105470,91970,17250,3210,Bommanahalli,MultiPolygon,77.642982,12.890722,367
38,38 - Shampura,ಶಾಂಪುರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Kavalbyrasandra,ARO- Kavalbyrasandra,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,218460,110910,107550,27300,3090,Jayanagar,Polygon,77.610488,13.030449,312
22,22 - Nagavara,ನಾಗವಾರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- HBR Layout,ARO- HBR Layout,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,201530,103540,97990,20050,4510,Bommanahalli,Polygon,77.61707,13.037666,149
23,23 - Hennur,ಹೆಣ್ಣೂರು,North,ಉತ್ತರ,2,Byatarayanapura,RO- HBR Layout,ARO- HBR Layout,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,217060,112820,104240,30640,4860,Bommanahalli,Polygon,77.632644,13.040566,372
34,34 - D.V Gundappa Ward,ಡಿ.ವಿ. ಗುಂಡಪ್ಪ ವಾರ್ಡ್,Central,ಕೇಂದ್ರ,1,Gandhinagara,RO - Chickpet,ARO- Dharmaraya Swamy Temple,169 - Chickpet,169,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,202790,104180,99860,54260,1020,Jayanagar,Polygon,77.581385,12.958186,84
26,26 - Ejipura,ಈಜಿಪುರ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Kormangala,ARO- Ejipura,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,222390,114760,107640,41550,3590,Bommanahalli,Polygon,77.625107,12.948444,315
44,44 - Doddanna Nagar,ದೊಡ್ಡಣ್ಣ ನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Pulikeshinagar,ARO- Sagayapuram,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,295660,151060,146090,69380,4290,Jayanagar,Polygon,77.608425,13.009202,108
8,8 - Singapura,ಸಿಂಗಾಪುರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Bytarayanapura,ARO- Vidyaranyapura,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,247940,126240,121700,26800,5850,Jayanagar,Polygon,77.545019,13.082166,286
10,10 - Cox Town,ಕಾಕ್ಸ್ ಟೌನ್,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO- Indiranagar,ARO- Indiranagar,161 - C.V. Raman Nagar,161,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,210260,105500,104770,63410,1770,Jayanagar,Polygon,77.622055,12.994632,144
72,72 - HSR Layout,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- HSR Layout,ARO- HSR Layout,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,187870,97470,90400,13040,2970,Bommanahalli,Polygon,77.638402,12.916532,297
65,65 - Manjunath Nagara,ಮಂಜುನಾಥ್  ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basaveshwara Nagara,ARO- Manjunath Nagara,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,205840,106760,99070,15780,2290,Bommanahalli,Polygon,77.546815,12.996593,135
10,10 - Vidyaranyapura,ವಿದ್ಯಾರಣ್ಯಪುರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Bytarayanapura,ARO- Vidyaranyapura,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,248870,126330,122540,18180,3370,Jayanagar,Polygon,77.560452,13.07403,198
61,61 - Kodi Chikkanahalli,ಕೋಡಿ ಚಿಕ್ಕನಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Arakere,ARO- Bilekanahalli,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,277840,146800,131040,41530,5340,Bommanahalli,Polygon,77.619227,12.904912,256
60,60 - Bilekahalli,ಬಿಳೇಕಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Arakere,ARO- Bilekanahalli,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,252080,132330,119760,21350,1710,Bommanahalli,Polygon,77.608389,12.905197,449
29,29 - Lingarajpura,ಲಿಂಗರಾಜಪುರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- HBR Layout,ARO- Kacharakanahalli,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,264380,132020,132360,30770,7850,Bommanahalli,Polygon,77.624912,13.014392,178
33,33 - HRBR Layout,ಹೆಚ್‌ಆರ್‌ಬಿಆರ್ ಲೇಔಟ್,North,ಉತ್ತರ,2,Byatarayanapura,RO- Maruthi Sevanagar,ARO- Banaswadi,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,246370,124030,122340,26290,1810,Jayanagar,Polygon,77.634848,13.014152,82
30,30 - Kacharakanahalli,ಕಾಚರಕನಹಳ್ಳಿ,North,ಉತ್ತರ,2,Byatarayanapura,RO- HBR Layout,ARO- Kacharakanahalli,160 - Sarvagnanagar,160,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,218730,110410,108310,17940,3480,Bommanahalli,Polygon,77.632631,13.022308,129
30,30 - Vinayakanagar,ವಿನಾಯಕನಗರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Vinayakanagar,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,213670,112620,101040,30010,3730,Bommanahalli,Polygon,77.607372,12.955138,197
66,66 - Sane Guruvana Halli,ಸಾಣೆ ಗುರುವನ ಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basaveshwara Nagara,ARO- Manjunath Nagara,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,205610,106790,98820,13540,4150,Bommanahalli,Polygon,77.54419,12.991916,88
53,53 - Jaraganahalli,ಜರಗನಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Arakere,ARO- Jaraganahalli,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,226460,117940,108520,10000,3800,Bommanahalli,Polygon,77.574604,12.898096,181
24,24 - A Adugodi,ಎ. ಆಡುಗೋಡಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Kormangala,ARO- Lakkasandra,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,214580,110820,103760,23440,4260,Bommanahalli,Polygon,77.61047,12.946253,413
77,77 - Maruthi Mandira Ward,ಮಾರುತಿ ಮಂದಿರ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Chandra Layout,ARO- Maruthi Mandira,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,212510,110600,101910,10290,2520,Malleswaram,Polygon,77.529414,12.966474,218
71,71 - Thimmenahalli,ತಿಮ್ಮೇನಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Govindraj Nagar,ARO- Thimenhalli,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,238370,123150,115220,25080,4320,Bommanahalli,Polygon,77.539687,12.977346,163
31,31 - Shanthinagar,ಶಾಂತಿನಗರ,Central,ಕೇಂದ್ರ,1,C.V. Raman Nagar,RO - Shanthinagar,ARO- Shanthinagar,163 - Shanthinagar,163,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,244740,122120,122630,36890,2610,Bommanahalli,Polygon,77.59871,12.956546,204
29,29 - Kormangala West,ಕೋರಮಂಗಲ ಪಶ್ಚಿಮ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Kormangala,ARO- Lakkasandra,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,278790,144360,134940,59990,10580,Bommanahalli,Polygon,77.619218,12.932031,148
54,54 - Kengal Hanumanthaiah South,ಕೆಂಗಲ್ ಹನುಮಂತಯ್ಯ ದಕ್ಷಿಣ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Arakere,ARO- Jaraganahalli,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,254840,134250,120580,10200,4570,Bommanahalli,Polygon,77.581011,12.903395,225
20,20 - Madiwala,ಮಡಿವಾಳ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- B.T.M Layout,ARO- Madiwala,172 - B.T.M Layout,172,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,255380,136480,118910,19560,2550,Bommanahalli,Polygon,77.616236,12.920379,120
48,48 - Mathikere,ಮತ್ತಿಕೆರೆ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Mathikere,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,260580,135200,125390,29300,5480,Jayanagar,Polygon,77.560962,13.037791,182
62,62 - Devarachikkanahalli,ದೇವರಚಿಕ್ಕನಹಳ್ಳಿ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Bommanahalli,ARO- Bommanahalli,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,248470,130620,117840,14190,3860,Bommanahalli,Polygon,77.622607,12.892207,212
34,34 - Peenya,ಪೀಣ್ಯ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Peenya,ARO- Peenya,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,260030,136200,123830,41900,9860,Jayanagar,Polygon,77.526403,13.033775,196
7,7 - Rajagopala Nagara,ರಾಜಗೋಪಾಲ ನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Hegganahalli,ARO- Hegganahalli,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,249440,135940,113500,17310,5100,Jayanagar,Polygon,77.51269,13.009669,217
18,18 - Kempapura,ಕೆಂಪಾಪುರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Thanisandra,ARO- Thanisandra,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,289360,153960,135400,23460,5540,Bommanahalli,Polygon,77.611297,13.045524,364
93,93 - Avalahalli,ಆವಲಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Hampi Nagar,ARO- Avalahalli,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,243260,126330,116930,10520,2930,Malleswaram,Polygon,77.545456,12.944609,228
87,87 - K.P Agrahara,ಕೆ.ಪಿ. ಅಗ್ರಹಾರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Vijayanagar,ARO- KP Agrahara,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,235550,120240,114510,9860,3230,Malleswaram,Polygon,77.554605,12.974157,212
43,43 - Varalakshmi Nagar,ವರಲಕ್ಷ್ಮಿ ನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Kavalbyrasandra,ARO- Varalakshmi Nagar,159 - Pulakeshinagar,159,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,265780,135270,130520,27110,2370,Jayanagar,Polygon,77.601329,13.019139,281
88,88 - Sangolli Rayanna Ward,ಸಂಗೊಳ್ಳಿ ರಾಯಣ್ಣ ವಾರ್ಡ್,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Vijayanagar,ARO- KP Agrahara,167 - Vijayanagar,167,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,262990,133420,129570,6100,20540,Malleswaram,Polygon,77.555388,12.970464,145
20,20 - Sampigehalli,ಸಂಪಿಗೆಹಳ್ಳಿ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Thanisandra,ARO- Kogilu,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,284610,147330,137270,33290,3750,Bommanahalli,Polygon,77.627107,13.082289,303
57,57 - Hulimavu,ಹುಳಿಮಾವು,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Arakere,ARO- Arakere,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,195980,102940,93040,22130,4410,Bommanahalli,Polygon,77.601563,12.877215,149
12,12 - Thindlu,ತಿಂಡ್ಲು,North,ಉತ್ತರ,2,Byatarayanapura,RO- Bytarayanapura,ARO- Kodigehalli,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,242890,125240,117650,20740,7350,Jayanagar,Polygon,77.568969,13.079152,285
21,21 - Uday Nagar,ಉದಯ್ ನಗರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Ramamurthy Nagara,ARO- A Narayanapura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,202620,105400,97220,35080,3070,Bommanahalli,Polygon,77.671668,12.990931,172
9,9 - Srigandhanagar,ಶ್ರೀಗಂಧನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Hegganahalli,ARO- Sunkadakatte,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,223610,121160,102450,11420,5340,Jayanagar,Polygon,77.504587,13.001201,187
102,102 - Hanumanthanagar,ಹನುಮಂತನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Basavanagudi,ARO- Hanumanthanagar,170 - Basavanagudi,170,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,245830,123750,122080,2550,2210,Malleswaram,Polygon,77.559647,12.942586,211
19,19 - Thanisandra,ಥಣಿಸಂದ್ರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Thanisandra,ARO- Thanisandra,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,281590,148790,132810,17700,8160,Bommanahalli,Polygon,77.632918,13.048218,358
17,17 - Jakkur,ಜಕ್ಕೂರು,North,ಉತ್ತರ,2,Byatarayanapura,RO- Thanisandra,ARO- Jakkur,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,285190,149720,135470,34370,7970,Bommanahalli,Polygon,77.611602,13.070284,414
54,54 - Subedarpalya,ಸುಬೇದಾರಪಾಳ್ಯ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Malleshwaram,ARO- Malleshwaram,157 - Malleshwaram,157,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,248290,128210,120080,33190,4470,Bommanahalli,Polygon,77.557771,13.021975,162
3,3 - Nelagadaranahalli,ನೆಲಗದರನಹಳ್ಳಿ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Hegganahalli,ARO- Nagasandra,155 - Dasarahalli,155,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,227380,127980,99400,15010,7990,Jayanagar,Polygon,77.506064,13.029736,202
9,9 - Kuvempunagara,ಕುವೆಂಪುನಗರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Bytarayanapura,ARO- Vidyaranyapura,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,258150,130910,127230,91510,7480,Jayanagar,Polygon,77.541786,13.065624,362
47,47 - Chandranagara,ಚಂದ್ರನಗರ,South,ದಕ್ಷಿಣ,4,Jayanagar,RO- Anjanapura,ARO- Yelachenahalli,176 - Bangalore South,176,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,220540,116500,104040,17830,1900,Jayanagar,Polygon,77.565188,12.901983,173
5,5 - Hoysala Nagara East,ಹೊಯ್ಸಳ ನಗರ ಪೂರ್ವ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Horamavu,ARO- Kalkere,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,182440,95660,86780,22040,5450,Jayanagar,Polygon,77.669068,13.018582,129
58,58 - Dayanand Nagara,ದಯಾನಂದ ನಗರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Rajajinagara,ARO- Prakash Nagara,165 - Rajajinagar,165,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,211650,107930,103720,74490,1650,Bommanahalli,Polygon,77.565493,12.990348,115
11,11 - Doddabommasandra,ದೊಡ್ಡಬೊಮ್ಮಸಂದ್ರ,North,ಉತ್ತರ,2,Byatarayanapura,RO- Bytarayanapura,ARO- Kodigehalli,152 - Byatarayanapura,152,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,259410,134230,125180,30070,4730,Jayanagar,Polygon,77.557671,13.05368,352
8,8 - Anandapura,ಆನಂದಪುರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- KR Pura,ARO- Bhattarahalli,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,188980,96990,91990,24580,3580,Jayanagar,Polygon,77.690247,13.018929,181
72,72 - Kaveripura,ಕಾವೇರಿಪುರ,West,ಪಶ್ಚಿಮ,5,Malleshwaram,RO- Govindraj Nagar,ARO- Kaveripura,166 - Govindraj Nagar,166,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,223000,123600,99400,7930,4440,Bommanahalli,Polygon,77.525433,12.982378,607
58,58 - Arakere,ಅರಕೆರೆ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Arakere,ARO- Arakere,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,189950,99000,90950,14070,3560,Bommanahalli,Polygon,77.602724,12.885047,135
47,47 - Bellanduru,ಬೆಳ್ಳಂದೂರು,East,ಪೂರ್ವ,3,Mahadevapura,RO- Bellanduru,ARO- Bellanduru,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,166850,92160,74690,7410,4530,Jayanagar,Polygon,77.678154,12.930967,212
20,20 - A Narayanapura,ಎ ನಾರಾಯಣಪುರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Ramamurthy Nagara,ARO- A Narayanapura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,216400,115390,101000,59580,2990,Bommanahalli,Polygon,77.680561,12.995496,190
27,27 - Vibhootipura,ವಿಭೂತಿಪುರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Vignananagara,ARO- Vibhoothipura,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,164750,87090,77670,26710,3570,Bommanahalli,Polygon,77.666186,12.952985,514
33,33 - S.M Krishna Ward,ಎಸ್.ಎಂ ಕೃಷ್ಣ ವಾರ್ಡ್,East,ಪೂರ್ವ,3,Mahadevapura,RO- Hoodi,ARO- Kadugodi,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,162620,88670,73950,37540,4640,Jayanagar,Polygon,77.741622,12.977173,187
29,29 - Chowdeshwari Nagar,ಚೌಡೇಶ್ವರಿ ನಗರ,West,ಪಶ್ಚಿಮ,5,Rajarajeshwarinagar,RO- Peenya,ARO- Kotigepalya,154 - Rajarajeshwarinagar,154,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,244550,128500,116050,9580,3740,Bommanahalli,Polygon,77.516575,12.998272,506
49,49 - Shivanasamudra Ward,ಶಿವನಸಮುದ್ರ ವಾರ್ಡ್,East,ಪೂರ್ವ,3,Mahadevapura,RO- Bellanduru,ARO- Gunjur,174 - Mahadevapura,174,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,150120,81980,68140,16080,2860,Jayanagar,Polygon,77.683312,12.922513,198
18,18 - Dooravaninagar,ದೂರವಾಣಿನಗರ,East,ಪೂರ್ವ,3,K.R. Pura,RO- Ramamurthy Nagara,ARO- Ramamurthy Nagara,151 - K.R. Pura,151,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,146770,75500,71280,23770,2670,Bommanahalli,Polygon,77.666594,13.006798,155
68,68 - Mangammana Palya,ಮಂಗಮ್ಮನ ಪಾಳ್ಯ,South,ದಕ್ಷಿಣ,4,Bommanahalli,RO- Bommanahalli,ARO- Mangamanapalya,175 - Bommanahalli,175,,UNVERIFIED,Source TOT_P field sums to ~6x the known Greater Bengaluru population; field definition unconfirmed. Not published.,237830,126240,111600,14140,6070,Bommanahalli,Polygon,77.638815,12.9005,125
